   3m    6m   yr   mon day
  4.22  4.04 2001.  3. 30.
  4.01  3.93 2001.  4.  6.
  3.90  3.91 2001.  4. 13.
  3.87  3.89 2001.  4. 20.
  3.72  3.71 2001.  4. 27.
  3.78  3.77 2001.  5.  4.
  3.65  3.60 2001.  5. 11.
  3.54  3.59 2001.  5. 18.
  3.58  3.61 2001.  5. 25.
  3.59  3.52 2001.  6.  1.
  3.56  3.50 2001.  6.  8.
  3.48  3.48 2001.  6. 15.
  3.42  3.36 2001.  6. 22.
  3.47  3.44 2001.  6. 29.
  3.57  3.50 2001.  7.  6.
  3.54  3.47 2001.  7. 13.
  3.49  3.45 2001.  7. 20.
  3.48  3.41 2001.  7. 27.
  3.46  3.37 2001.  8.  3.
  3.41  3.32 2001.  8. 10.
  3.34  3.27 2001.  8. 17.
  3.33  3.27 2001.  8. 24.
  3.33  3.23 2001.  8. 31.
  3.29  3.24 2001.  9.  7.
  2.82  2.80 2001.  9. 14.
  2.30  2.38 2001.  9. 21.
  2.34  2.29 2001.  9. 28.
  2.21  2.20 2001. 10.  5.
  2.20  2.17 2001. 10. 12.
  2.17  2.15 2001. 10. 19.
  2.13  2.08 2001. 10. 26.
  2.01  1.93 2001. 11.  2.
  1.83  1.79 2001. 11.  9.
  1.86  1.91 2001. 11. 16.
  1.91  1.97 2001. 11. 23.
  1.84  1.87 2001. 11. 30.
  1.72  1.80 2001. 12.  7.
  1.66  1.73 2001. 12. 14.
  1.68  1.77 2001. 12. 21.
  1.70  1.80 2001. 12. 28.
  1.70  1.79 2002.  1.  4.
  1.63  1.70 2002.  1. 11.
  1.58  1.64 2002.  1. 18.
  1.68  1.76 2002.  1. 25.
  1.72  1.83 2002.  2.  1.
  1.72  1.80 2002.  2.  8.
  1.72  1.82 2002.  2. 15.
  1.73  1.83 2002.  2. 22.
  1.74  1.85 2002.  3.  1.
  1.76  1.91 2002.  3.  8.
  1.81  2.01 2002.  3. 15.
  1.82  2.07 2002.  3. 22.
  1.79  2.07 2002.  3. 29.
  1.75  2.04 2002.  4.  5.
  1.69  1.94 2002.  4. 12.
  1.70  1.89 2002.  4. 19.
  1.70  1.86 2002.  4. 26.
  1.74  1.86 2002.  5.  3.
  1.74  1.84 2002.  5. 10.
  1.74  1.88 2002.  5. 17.
  1.72  1.87 2002.  5. 24.
  1.72  1.87 2002.  5. 31.
  1.72  1.86 2002.  6.  7.
  1.71  1.81 2002.  6. 14.
  1.70  1.77 2002.  6. 21.
  1.68  1.74 2002.  6. 28.
  1.69  1.72 2002.  7.  5.
  1.69  1.71 2002.  7. 12.
  1.69  1.70 2002.  7. 19.
  1.67  1.66 2002.  7. 26.
  1.66  1.65 2002.  8.  2.
  1.59  1.55 2002.  8.  9.
  1.61  1.59 2002.  8. 16.
  1.61  1.62 2002.  8. 23.
  1.65  1.64 2002.  8. 30.
  1.61  1.58 2002.  9.  6.
  1.66  1.64 2002.  9. 13.
  1.65  1.63 2002.  9. 20.
  1.62  1.58 2002.  9. 27.
  1.55  1.50 2002. 10.  4.
  1.56  1.53 2002. 10. 11.
  1.64  1.64 2002. 10. 18.
  1.64  1.64 2002. 10. 25.
  1.47  1.43 2002. 11.  1.
  1.28  1.30 2002. 11.  8.
  1.20  1.24 2002. 11. 15.
  1.20  1.25 2002. 11. 22.
  1.21  1.27 2002. 11. 29.
  1.20  1.27 2002. 12.  6.
  1.19  1.25 2002. 12. 13.
  1.20  1.24 2002. 12. 20.
  1.16  1.23 2002. 12. 27.
  1.20  1.22 2003.  1.  3.
  1.18  1.23 2003.  1. 10.
  1.17  1.21 2003.  1. 17.
  1.15  1.18 2003.  1. 24.
  1.16  1.17 2003.  1. 31.
  1.15  1.17 2003.  2.  7.
  1.16  1.17 2003.  2. 14.
  1.17  1.18 2003.  2. 21.
  1.19  1.18 2003.  2. 28.
  1.15  1.15 2003.  3.  7.
  1.09  1.07 2003.  3. 14.
  1.14  1.15 2003.  3. 21.
  1.15  1.15 2003.  3. 28.
  1.10  1.09 2003.  4.  4.
  1.13  1.13 2003.  4. 11.
  1.16  1.18 2003.  4. 18.
  1.14  1.17 2003.  4. 25.
  1.11  1.13 2003.  5.  2.
  1.09  1.11 2003.  5.  9.
  1.05  1.08 2003.  5. 16.
  1.04  1.05 2003.  5. 23.
  1.09  1.07 2003.  5. 30.
  1.05  1.03 2003.  6.  6.
  0.92  0.91 2003.  6. 13.
  0.84  0.85 2003.  6. 20.
  0.86  0.89 2003.  6. 27.
  0.87  0.94 2003.  7.  4.
  0.88  0.94 2003.  7. 11.
  0.89  0.94 2003.  7. 18.
  0.91  0.96 2003.  7. 25.
  0.95  1.00 2003.  8.  1.
  0.94  1.02 2003.  8.  8.
  0.94  1.03 2003.  8. 15.
  0.95  1.03 2003.  8. 22.
  0.98  1.04 2003.  8. 29.
  0.95  1.03 2003.  9.  5.
  0.94  1.01 2003.  9. 12.
  0.93  1.00 2003.  9. 19.
  0.93  1.01 2003.  9. 26.
  0.93  0.99 2003. 10.  3.
  0.90  0.98 2003. 10. 10.
  0.91  1.00 2003. 10. 17.
  0.93  1.01 2003. 10. 24.
  0.94  1.02 2003. 10. 31.
  0.94  1.03 2003. 11.  7.
  0.93  1.03 2003. 11. 14.
  0.93  1.01 2003. 11. 21.
  0.93  1.02 2003. 11. 28.
  0.92  1.02 2003. 12.  5.
  0.90  1.00 2003. 12. 12.
  0.88  0.96 2003. 12. 19.
  0.88  0.98 2003. 12. 26.
  0.91  1.00 2004.  1.  2.
  0.88  1.00 2004.  1.  9.
  0.87  0.95 2004.  1. 16.
  0.87  0.95 2004.  1. 23.
  0.90  0.98 2004.  1. 30.
  0.92  1.00 2004.  2.  6.
  0.92  0.98 2004.  2. 13.
  0.92  0.98 2004.  2. 20.
  0.94  1.00 2004.  2. 27.
  0.94  1.00 2004.  3.  5.
  0.94  0.98 2004.  3. 12.
  0.93  0.99 2004.  3. 19.
  0.93  0.98 2004.  3. 26.
  0.93  1.00 2004.  4.  2.
  0.93  1.03 2004.  4.  9.
  0.93  1.07 2004.  4. 16.
  0.96  1.13 2004.  4. 23.
  0.96  1.15 2004.  4. 30.
  1.00  1.20 2004.  5.  7.
  1.02  1.32 2004.  5. 14.
  1.03  1.34 2004.  5. 21.
  1.06  1.37 2004.  5. 28.
  1.16  1.43 2004.  6.  4.
  1.25  1.56 2004.  6. 11.
  1.30  1.66 2004.  6. 18.
  1.29  1.65 2004.  6. 25.
  1.30  1.65 2004.  7.  2.
  1.28  1.61 2004.  7.  9.
  1.32  1.64 2004.  7. 16.
  1.34  1.66 2004.  7. 23.
  1.43  1.74 2004.  7. 30.
  1.45  1.71 2004.  8.  6.
